Date,Open,Close
2020-01-02 00:00:00-05:00,227.50999450683594,228.38999938964844
2020-01-03 00:00:00-05:00,225.69000244140625,226.17999267578125
2020-01-06 00:00:00-05:00,224.99000549316406,226.99000549316406
2020-01-07 00:00:00-05:00,227.25999450683594,225.9199981689453
2020-01-08 00:00:00-05:00,226.02999877929688,225.99000549316406
2020-01-09 00:00:00-05:00,226.9199981689453,228.64999389648438
2020-01-10 00:00:00-05:00,228.5,226.6199951171875
2020-01-13 00:00:00-05:00,227.0500030517578,228.4499969482422
2020-01-14 00:00:00-05:00,227.85000610351562,227.1699981689453
2020-01-15 00:00:00-05:00,226.8000030517578,228.35000610351562
2020-01-16 00:00:00-05:00,229.33999633789062,229.72999572753906
2020-01-17 00:00:00-05:00,230.1300048828125,230.1999969482422
2020-01-21 00:00:00-05:00,229.85000610351562,228.6300048828125
2020-01-22 00:00:00-05:00,229.0,229.5399932861328
2020-01-23 00:00:00-05:00,229.42999267578125,229.3800048828125
2020-01-24 00:00:00-05:00,229.39999389648438,226.86000061035156
2020-01-27 00:00:00-05:00,223.6999969482422,222.4499969482422
2020-01-28 00:00:00-05:00,223.44000244140625,224.02999877929688
2020-01-29 00:00:00-05:00,224.75,224.5
2020-01-30 00:00:00-05:00,223.11000061035156,227.8800048828125
2020-01-31 00:00:00-05:00,226.49000549316406,224.42999267578125
2020-02-03 00:00:00-05:00,225.47999572753906,223.47000122070312
2020-02-04 00:00:00-05:00,226.14999389648438,225.0800018310547
2020-02-05 00:00:00-05:00,226.91000366210938,228.64999389648438
2020-02-06 00:00:00-05:00,229.55999755859375,229.61000061035156
2020-02-07 00:00:00-05:00,228.07000732421875,227.3800048828125
2020-02-10 00:00:00-05:00,227.1699981689453,227.11000061035156
2020-02-11 00:00:00-05:00,228.58999633789062,227.3300018310547
2020-02-12 00:00:00-05:00,227.60000610351562,227.44000244140625
2020-02-13 00:00:00-05:00,226.52999877929688,226.47000122070312
2020-02-14 00:00:00-05:00,226.49000549316406,226.8000030517578
2020-02-18 00:00:00-05:00,226.38999938964844,226.77000427246094
2020-02-19 00:00:00-05:00,227.67999267578125,229.24000549316406
2020-02-20 00:00:00-05:00,229.75999450683594,228.1699981689453
2020-02-21 00:00:00-05:00,227.52999877929688,229.3300018310547
2020-02-24 00:00:00-05:00,221.30999755859375,221.69000244140625
2020-02-25 00:00:00-05:00,222.1999969482422,218.0500030517578
2020-02-26 00:00:00-05:00,219.64999389648438,216.05999755859375
2020-02-27 00:00:00-05:00,212.89999389648438,207.6699981689453
2020-02-28 00:00:00-05:00,201.9199981689453,206.33999633789062
2020-03-02 00:00:00-05:00,207.25,217.6300048828125
